task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
"Apply elements of music theory to create musical and tonal structures, including harmonies and melodies.",0.9118,0.0294,0.0294,0.0,0.0294,0.0,0.0
Apply for and obtain all necessary permits or licenses.,0.8571,0.1429,0.0,0.0,0.0,0.0,0.0
"Apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",0.9727,0.0273,0.0,0.0,0.0,0.0,0.0
"Apply mathematical theories and techniques to the solution of practical problems in business, engineering, the sciences, or other fields.",0.826,0.0172,0.0098,0.1128,0.011200000000000002,0.023,0.0
"Apply modeling or quantitative analysis to forecast events, such as human decisions or behaviors, the structure or processes of organizations, or the attitudes or actions of human groups.",0.8824,0.1176,0.0,0.0,0.0,0.0,0.0
"Apply relevant laws, regulations, policies, or precedents to reach conclusions.",0.8929,0.0066,0.0092,0.0,0.0079,0.0836,0.0
"Apply story development, directing, cinematography, and editing to animation to create storyboards that show the flow of the animation and map out key scenes and characters.",0.8778,0.0271,0.0,0.0,0.095,0.0,0.0
"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",0.7197,0.11359999999999999,0.0833,0.0076,0.0682,0.0076,0.0
Appraise and inventory real and personal property for estate planning.,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Appraise property values, assessing income potential when relevant.",0.9420000000000001,0.0,0.0,0.0435,0.0,0.014499999999999999,0.0
"Archive documents, conduct research, and read copy, using the internet and various computer programs.",0.9339,0.0286,0.0034999999999999996,0.0147,0.0176,0.0016,0.0
Arrange and edit music to fit style and purpose.,0.7917000000000001,0.0,0.0,0.0,0.20829999999999999,0.0,0.0
"Arrange for debt repayment or establish repayment schedules, based on customers' financial situations.",0.6949,0.2034,0.0,0.0508,0.0508,0.0,0.0
"Arrange telephone answering services, deliver mail and packages, or answer questions regarding locations for eating and entertainment.",0.7545000000000001,0.0636,0.0273,0.1182,0.0364,0.0,0.0
"Arrange tours, taxis, or restaurant reservations for customers.",0.8043,0.1522,0.0,0.0435,0.0,0.0,0.0
Ask questions that will help clients identify their feelings and behaviors.,0.1674,0.3147,0.0868,0.3971,0.017,0.017,0.0
"Assemble sets of assumptions, and explore the consequences of each set.",0.9293,0.0109,0.015600000000000001,0.008199999999999999,0.0129,0.0231,0.0
"Assess client functioning levels, strengths, and areas of need in terms of perceptual, sensory, affective, communicative, musical, physical, cognitive, social, spiritual, or other abilities.",0.9523999999999999,0.0,0.047599999999999996,0.0,0.0,0.0,0.0
"Assess clients' overall financial situations by reviewing income, assets, debts, expenses, credit reports, or other financial information.",0.9275,0.0435,0.0,0.028999999999999998,0.0,0.0,0.0
"Assess cost effectiveness of products, projects or services, tracking actual costs relative to bids as the project develops.",0.972,0.0013,0.0025,0.0076,0.0051,0.0115,0.0
"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",0.6779000000000001,0.08650000000000001,0.0048,0.1923,0.0337,0.0048,0.0
"Assess effectiveness and efficiency of instruction according to ease of instructional technology use and student learning, knowledge transfer, and satisfaction.",0.8358,0.0149,0.0149,0.0149,0.0,0.11939999999999999,0.0
Assess employee performance and suggest ways to improve work.,0.9645,0.014199999999999999,0.0,0.0070999999999999995,0.0070999999999999995,0.0070999999999999995,0.0
Assess employee performance.,0.9793999999999999,0.0076,0.0007000000000000001,0.0037,0.0044,0.0040999999999999995,0.0
Assess nature and extent of illness or injury to establish and prioritize medical procedures.,0.9727,0.0055000000000000005,0.0109,0.0055000000000000005,0.0,0.0055000000000000005,0.0
"Assess nutritional needs, diet restrictions, and current health plans to develop and implement dietary-care plans and provide nutritional counseling.",0.8817,0.086,0.0108,0.0,0.0108,0.0108,0.0
"Assess patients' mental and physical status, based on the presenting symptoms and complaints.",0.9104000000000001,0.0746,0.0,0.0149,0.0,0.0,0.0
"Assess patients' psychosocial status and needs, including areas such as sleep patterns, anxiety, grief, anger, and support systems.",0.8571,0.09519999999999999,0.0,0.047599999999999996,0.0,0.0,0.0
Assess physical performance requirements to aid in the development of individualized recovery or rehabilitation exercise programs.,0.9412,0.0588,0.0,0.0,0.0,0.0,0.0
"Assess project feasibility by analyzing technology, resource needs, or market demand.",0.982,0.006500000000000001,0.0016,0.0008,0.003,0.0062,0.0
"Assess staffing needs and recruit staff, using methods such as newspaper advertisements or attendance at job fairs.",0.9091,0.0455,0.0,0.0,0.0455,0.0,0.0
Assess students' progress throughout tutoring sessions.,0.2657,0.262,0.2177,0.022099999999999998,0.0277,0.2048,0.0
Assess the nature and level of physical security threats so that the scope of the problem can be determined.,0.95,0.05,0.0,0.0,0.0,0.0,0.0
"Assess the needs and interests of individuals and groups and plan activities accordingly, given the available equipment or facilities.",0.7554000000000001,0.07429999999999999,0.0168,0.1333,0.015600000000000001,0.0046,0.0
"Assess the physical security of servers, systems, or network devices to identify vulnerability to temperature, vandalism, or natural disasters.",0.9798,0.0202,0.0,0.0,0.0,0.0,0.0
"Assess the quality of security controls, using performance indicators.",0.8498,0.0102,0.0034000000000000002,0.0034000000000000002,0.0034000000000000002,0.1297,0.0
Assess the usefulness of pre-developed application packages and adapt them to a user environment.,0.9006000000000001,0.0321,0.022400000000000003,0.0064,0.0256,0.0128,0.0
Assess the user-interface or usability characteristics of products.,0.9061,0.0287,0.0028000000000000004,0.0292,0.0054,0.0278,0.0
"Assess urgent and emergent health conditions, using both physiologically and technologically derived data.",0.9315000000000001,0.020499999999999997,0.0068000000000000005,0.0137,0.0068000000000000005,0.020499999999999997,0.0
Assign and grade class work and homework.,0.9792000000000001,0.0,0.0,0.0,0.0,0.0208,0.0
Assign duties or responsibilities to project personnel.,0.8454,0.1134,0.0,0.0103,0.030899999999999997,0.0,0.0
"Assign duties, responsibilities, and spans of authority to project personnel.",0.6364,0.2273,0.0,0.0455,0.0909,0.0,0.0
Assign employees to specific duties.,0.871,0.129,0.0,0.0,0.0,0.0,0.0
Assign or schedule tasks to meet work priorities and goals.,0.8571,0.08039999999999999,0.0,0.035699999999999996,0.0268,0.0,0.0
Assign tasks and work hours to staff.,0.7222,0.11109999999999999,0.0,0.0556,0.11109999999999999,0.0,0.0
"Assign the patient to diagnosis-related groups (DRGs), using appropriate computer software.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Assist customers by answering simple questions, locating items, or referring them to the pharmacist for medication information.",0.5561,0.0052,0.0736,0.3489,0.0079,0.0083,0.0
Assist customers by providing information and resolving their complaints.,0.6751999999999999,0.1235,0.08900000000000001,0.08789999999999999,0.0067,0.0178,0.0
Assist in laying out material for publication.,0.8,0.0364,0.0091,0.0091,0.14550000000000002,0.0,0.0
Assist individuals in filling out applications or questionnaires.,0.6607999999999999,0.2807,0.0058,0.0526,0.0,0.0,0.0
Assist patients in organizing their health care system activities.,0.6491,0.0877,0.12279999999999999,0.0877,0.0175,0.0351,0.0
Assist students who need extra help with their coursework outside of class.,0.2908,0.0783,0.4094,0.0425,0.0537,0.1253,0.0
Attempt to sell additional merchandise or services to prospective or current customers by telephone or through visits.,0.6857,0.0381,0.0,0.2667,0.0095,0.0,0.0
"Attend receptions, dinners, and conferences to meet people, exchange views and information, and develop working relationships.",0.6457999999999999,0.22920000000000001,0.0,0.125,0.0,0.0,0.0
"Attend to the needs of the bereaved, such as by offering comfort, counseling, or after-care programs.",0.35229999999999995,0.0795,0.0341,0.5227,0.011399999999999999,0.0,0.0
Audition and interview performers to match their attributes to specific roles or to increase the pool of available acting talent.,0.7143,0.047599999999999996,0.0,0.23809999999999998,0.0,0.0,0.0
Authenticate and appraise historical documents and archival materials.,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Authorize payment of invoices or return of merchandise.,0.79,0.19,0.0,0.02,0.0,0.0,0.0
Automate the deployment of software updates over geographically distributed network nodes.,0.7556,0.2148,0.0,0.0,0.0296,0.0,0.0
Back up or modify applications and related data to provide for disaster recovery.,0.7447,0.1702,0.0213,0.0426,0.0213,0.0,0.0
"Book airline or train tickets, reserve rental cars, or arrange shuttle service for guests.",0.569,0.3506,0.0,0.0345,0.04019999999999999,0.005699999999999999,0.0
"Break systems into their components, assign numerical values to each component, and examine the mathematical relationships between them.",0.9638,0.0139,0.0045000000000000005,0.0006,0.005,0.012199999999999999,0.0
Build and update digital databases.,0.8097,0.0319,0.0004,0.155,0.0031,0.0,0.0
"Build, test, and modify product prototypes, using working models or theoretical models constructed with computer simulation.",0.6737000000000001,0.1684,0.0105,0.0105,0.1368,0.0,0.0
Calculate actual treatment dosages delivered during each session.,0.8181999999999999,0.0682,0.0227,0.0455,0.0455,0.0,0.0
"Calculate and quote rates for tours, stocks, insurance policies, or other products or services.",0.6939,0.24489999999999998,0.0,0.0,0.0408,0.0204,0.0
Calculate corrections for refractive errors.,0.9129999999999999,0.0,0.0,0.0,0.0,0.087,0.0
"Calculate costs of materials, overhead, and other expenses, based on estimates, quotations and price lists.",0.8181999999999999,0.0909,0.0,0.0,0.0682,0.0227,0.0
"Calculate figures, such as required amounts of labor or materials, manufacturing costs, or wages, using pricing schedules, adding machines, calculators, or computers.",0.8095,0.0317,0.0,0.0,0.11109999999999999,0.047599999999999996,0.0
"Calculate labor and equipment requirements and production specifications, using standard formulas.",0.9506,0.0,0.0123,0.0,0.037000000000000005,0.0,0.0
"Calculate purchase subtotals, taxes, and shipping costs for submission to customers.",0.8919,0.027000000000000003,0.0,0.0,0.0541,0.027000000000000003,0.0
"Calculate revenue, sales, and expenses, using financial accounting or spreadsheet software.",0.8481000000000001,0.0633,0.0127,0.0,0.0759,0.0,0.0
"Calculate the value of property based on comparisons to recent sales, estimated cost to reproduce, and anticipated property income streams.",0.9048,0.0,0.0,0.0,0.09519999999999999,0.0,0.0
"Calculate, or verify calculations of, prescribed radiation doses.",0.7551000000000001,0.061200000000000004,0.0,0.12240000000000001,0.0204,0.0408,0.0
"Calculate, review, and correct errors on interest, principal, payment, and closing costs, using computers or calculators.",0.7222,0.0556,0.0556,0.0,0.16670000000000001,0.0,0.0
Call customers to collect payment on delinquent accounts.,0.7903,0.11289999999999999,0.0,0.0806,0.0,0.0161,0.0
